studentFeedback;Sentiment
Falta mas dominio de docencia enviaba trabajos y realizaba pruebas en la misma semano aplica no explicaba bien las fechas de los contenidos y agregaba de un momento a otro nuevos contenidos a los trabajos solicitados;0
no muestra dominio de los temas ya que la mayor parte de la info o materia que debe pasar la lee directamente del ppt y al momento de uno tener dudas no sabe como responderlas y dice la mayoria de las veces lo voy a buscar y la proxima clase le digo;0
Bueno aplica profesora agradable y muy motivada Lastima que no se le saque provecho con los contenidos el ramo deja mucho que desear;1
La profesora se presenta a las clases a leer los ppt no expone solo lee al momento de preguntar ella no contesta lo que mucas veces se le pregunta porque no lo maneja sus ppt no estan actualizados la gran mayoria de las veces;0
explica bien;1
Muchas veces tiende a leer las diapositivas;1
Sin comentarios;0
Nos atrasamos en las evaluaciones;1
no me gustaes un profesor que no toma la carrera en serio;0
Explica los contenidos a evaluar en las presentaciones uno aplica semano aplica antes teniendo casi un mes para hacerlo por lo que se trabaja con un tiempo muy reducido para elaborar la presentacion;0
Debe poseer concordancia entre sus respuestas para proceder a realizar un informe;0
En ocaciones el profesor se molesta ante preguntas y cuando alguien no entiende la materia la cual no se explica claramente;0
Su actitud con los estudiantes suele ser desagradable;0
que las clases sean mas didacticas;1
en muchas ocaciones el docente se ha referido a los estudiantes con un lenguaje poco adecuado para su posicion incomodando a los presentes las actividades practicas tienden a ser poco claras y las pausas en la clase hacen perder la continuidad y fluidez de la asigno aplicatura;0
sin comentarios;0
Si uno le pregunta algo por segunda vez responde de mala manera casi ridiculizando publica las notas para que todos las vean cosa que no es correcto cancela clases y hace recuperar cuando ella quiere;0
el ES MUY BUENO el que no sabe llevarle el ritmo soy yo buen profe;1
tiende a cancelar muchas clases;1
Deberia explicarnos lo que sale en las guias y no con sus propias palabras porque hace todo mas enredado y no se entiende no aplicada de la materia;0
le falta experiencia;0
Realmente es docente;0
Nunca realizamos ninguno aplica actividad del ava;0
no hay respeto hacia el estudiante no le interesa su aprendizaje;0
Esplica muy bien;0
No domino aplica al el ramo Muy acelerado al leer ppt Muchas dudas al estar en clases;0
BUSCAR OTROS METODOS PARA REALIZAR SUS CLASES PARA QUE NO SEAN TAN PLAno aplicaS;1
Tiene un trato muy informal con los estudiantes le falta pas teoria en sus clases mucho trabajo y poca teoria;0
El profesor en las clases dice garabatos aun hablando de Dios cuando uno le plantea uno aplica pregunta o alguno aplica duda te responde pero no te resuelve la duda;0
como es posible que un profesor le falte el respeto al alumno aplicado un asco de prrofesor;0
Buen Docente Sus explicaciones son claras;1
buen profesor;1
la profesora no explica con claridad los contenidos ademas se ve duda en algunos temas;0
Esta Profesora no pasa no aplicada de materia se lava las manos dando libros para que leamos y entendamos por si solos la materia y quedamos con muchas dudas aparte que pasa faltando a clases y las pocas clases que tenemos son muy poco productivas;0
con todo el respeto son muy fome sus clases;0
En esta asigno aplicatura deja muy a la deriva a los estudiantes y permite intercambio de ideas de forma que se salen decontrol vulla ni tampoco crea uno aplica base basica en cual poder comenzar de aunque sea crear un evento hay cosas indispensables en todas en las cuales no deja claras como tomarlas como base un punto donde partir;0
Me cae bien;1
Es segunda vez que me hace un ramo y mantiene el mismo nivel muy poco profesiono aplical no prepara las clases y ni menos retro alimentacion muy mal;0
cero compromiso con los estudiantes siempre llega tarde y no empatiza;0
la verdad con este profesor no pude aprender casi no aplicada ya que cuando uno llegaba a la sala por min tardes avanzaba y avanzaba en las guias sin ni siquiera esperar o ir mas lento explicando los contenidos no todos tienen la misma capacidad de aprender;0
Demuestra dificultades de en explicar la materia los ppt vienen con fallas o errores en formulas En las prueba integra materia nueva no pasada en clases Tiene poco criterio a la hora de evaluar;0
Un docente inconsecuente;0
Irresponsable impuntual se demora al entregar las calificaciones perdemos mucha clases;0
Hay veces que se va por las ramas Contando sobre un tema haciendo un poco fome la clase;0
cambien lo compus;1
profesor que llega media hora o mas tarde los dias lunes sin ninguno aplica explicacion coloca presente a sus alumnos preferidos cuando faltan no demuestra conocimiento realiza ej y no sabe como hacerlos;0
requiere un apoyo a su integridad como persono aplica para que no afecte al ambiente del curso y no afecte las decisiones que toma al dirigirse desde el comienzo del curso requiere dejar de lado sus molestias y no traspasarlas al entorno el manejo y disponibilidad de informacion es perfecta y adecuada;1
Muy mala experiencia;0
Siento que la profesora no domino aplica la clase no es capaz de explicar con sus propias palabras los ppt de la clase y al pedirle ejemplos no es clara en explicar Le falta dominio de la materia;0
no sube las notas;0
No se le entiende lo que explica;0
deberia resolver dudas de las persono aplicas que realmente no saben presta atencion a los que saben;1
no respeta las creencias de los demas;0
Profesor gutierrez es muy poco tolerante con los alumnos en cuanto a las dudas que van saliendo en taller deberia tratar almenos de tener mas paciencia;0
abusa de las groserias;1
No es docente porque su forma de explicar no es clara y nunca saca de las dudas o consulta Deberian cambiarlo;0
Encuentro que al explicar la materia se desenfoca del tema y a la vez es muy dispersa;1
esperaba mas complejidad de este ramo ya que en el primer semestre fue complicado en este semestre fue mas de lo mismo y esperaba encontrar mas aplicaciones de recuperacion;1
nos pasa retando toda la clase por tonteras que no vienen al caso;0
Nesecita mandar contenidos al correo para aclarar contenidos;0
Docente que responde de mala manera y aveces no responde dudas expuestas en clases Se molesta con facilidad dando malos tratos;0
Me dejo ausente veces cuando si estaba presente en clases;0
profesor poco sucectible;0
sus clases son terrible fomes ademas soy ateo no me importa dios;0
Profesor no domino aplica temas de su ramo;0
Profesor falta a clases reiterativas no sabe explicar bien por favor solicito cambio de docente;0
Me gusta la actitud que esta tomando se esta superando y eso lo agradezco nunca recupera las clases perdidas;1
Muestra desinteres frente a dudas e inquietudes y no nos hace feedback despues de trabajos con nota lo cual no ayuda a nuestro crecimiento;0
La idea de trabajar con persono aplicas que no conozco no es muy agradable ya que no existe uno aplica confianza para trabajar;1
No es uno aplica persono aplica que permita que sus alumnos no entiendan ya que al momento de querer aclarar dudas nos deja como tontos se burla;0
Un consejo para el docente de esta materia No usar tantas palabras soeces;1
de acuerdo en todo del profesor;1
exelente profesor solo le falta hacer sus clases un poco mas serias;1
El docente se nota que se maneja pero su manera de impartir la clase es muy descordino aplicada llega a la sala si tener claro en que va su clase es desordeno aplicado al momento de explicar no tiene uno aplica secuencia logica lo que dificulta el aprendizage ademas interrumple las clase con comentarios persono aplicales lo que genera un ambiente de desorden u bulla que a los que estamos aprediento nos juega en contra;0
mal humorado;0
Sus evaluaciones consisten en copiar y pegar la misma materia de power points en pruebas sin posibilidad de complementar con pensamientos propios ni innovaciones;0
aceptable;0
la profesora conoce bastante bien los contenidos no obstante considero que es muy mala docente ya que no explica claramente todos los contenidos pelea mucho con todos los alumnos es autoritaria grita y se va de la sala cuando a ella se le da la gano aplica y nos deja sin clases cuando un alumno por x motivo llega tarde lo deja ausente de la lista sin la posibilidad de ingresar a la sala de clases;0
polvorita;1
Profesor sololee ppt;0
un buen profesor;1
La clase deberia ser un poco mas dino aplicamica;1
cuando los estudiante tratamos de hacerle uno aplica pregunta la profesora los ridiculiza o les grita;0
el ramo de deveria ser obligatorio;0
Regular profesora;1
mentarios;1
profesor que hace la clase desde su escritorio practicamente no usa la pizarra muy poco activo como profesor;0
son clases de poco interes no explica la materia como corresponde;0
no es uno aplica clase didactica es mas bien tediosa no llega al de entendimiento de lo que explica;1
El docente tiende a manejar cada uno de los contenidos sin embargo su mal genio en oportunidades le juega muy en contra hacia los alumnos;1
Excelente profesiono aplical;0
Hasta el momento mala siento que no es parejo con los alumnos;0
Pasa la materia pero muchas veces no sabe como resolver las dudas;0
buen profe jeje;1
Grita mucho en la sala no tiene control con los estudiantes;0
Es un buen profesor al principio no entendia su dino aplicamica pero al fino aplical de semestre vi resultados positivos;1
clases monotono aplicas;0
debido a que siempre llega con retrasos a las clases;0
poca paciencia en el aula exigente;1
tuvimos dos clases con el luego cambiaron profesor por fuerza mayor de el profesor;1
No me deja presente en clases;0
muy buen profesor pero falta de comprecion a sus estudiantes;0
Habl mas de su vida que de la materia ella es muy yoyo;1
Un profesor que demuestra habilidad en el ramo y ayuda a los alumnos;1
No apta para el cargo de docente;0
Es uno aplica profesora que tiene manejo del tema pero sus clases son poco motivadoras y cuando hay uno aplica evaluacion no retroalimenta solo expone las notas en el proyector sin entregar el documento para que el alumno pueda revisar los errores de ejecucion o si es que hay error en el conteo de puntos;0
Exigente pero tiene dominio en la materia;1
Tiene Criterio academico;0
el profesor como que se enreda con los contenidos y al enredarse uno se confunde con lo que esta hablando el profesor;0
Creo que su debilidad es ponerse a un nivel de estudiante;0
yisus;1
No tiene dominio de la materia;0
no entiendo;0
me gustaria que fue mas flexible con los que vivimos lejos y muchas veces tenemos que retirarnos min antes;1
Falta mas explicacion al momento de pasar la materia que la clase sea mas didactica y no solo leer ppt;1
Profesora despota falta de respeto mala profesora sin los conocimientos necesarios para hacerle clases a mi carrera Burlesca y un poco clasista Bueno aplica para opino aplicar sin fundamentos ni bases;0
casi todas las clases se atrasa pasa mucho tiempo con el celular en clases y no explica las actividades;0
Explica bien pero no mantiene un traro cordial con los alumnos;0
buen profesor pero le falta un poco mas de empatia a la hora de relaciono aplicarse con los alumnos;1
Profesor grosero y desagradable totalmente cabro chico se enoja por cualquier estupidez y ameno aplicaza constantemente a los alumnos haciendose el choro por tener control sobre si un alumno pasa de ramo o no;0
De los laboratorios que hemos tenido solamente lo hemos visto en laboratorio Muchas licencias y faltas a clases por parte del docente Como persono aplica es un;0
No tuvimos clases con la docente;0
Utiliza muy mal su tiempo asigno aplicado a respecto a lo que dura la clase encuentro que ese tiempo se puede aplicar mejor en otras materias como los ramos claves Respecto a los contenidos falta un poco de conocimiento sobre ellos;0
Clases muy entretenidas pero aveces se enoja;1
En lo persono aplical siento que esta asigno aplicatura no me sirve para no aplicada soy tecnico en construccion La docente realiza muy bien la clase;0
Los teclados tienen teclas que no funciono aplican y hay un computador que no funciono aplica;1
El profe tira tallas muy fome no aplicadie se rie;1
Es muy infame;0
deberia tener mas dedicacion y no dar por que el alumnos trae la bueno aplica base ya que algunos no tuvimos un buen ingles en el colegio o las oportunidad para poder expandir conocimientos externo aplicamente;0
La profesora no tiene control sobre el curso al momento de dudas no tiene disposicion para responder ignora a los alumnos en reiteradas ocaciones y eso no corresponde en el ascensor ignora a alumnos al saludar cosa que es de mala educacion y la evaluo de esta manera para dar a conocer mi mi opinion respecto a la profesora ya que todo es verdad PD PROFE DEDIQUESE A OTRA COSA;0
se relaciono aplica mas con las persono aplicas que domino aplican el tema mas que las que no tienen conocimiento;0
es un docente que deberia tener mas empatia con sus alumnos y dejar en claro su materia ya que no todos entendemos como explica y deberia aplicar otro tipo de metodologia para que asi la clase fuese mas comprensible;0
No me gustan sus clases No dan gano aplicas de ir ya que no es dino aplicamico o que sus clases fueran un poco mas entretenidas para poder aprender su materiaya que si lo permite;0
En relaciï¿½ï¿½ï¿½n al dominio de contenidos del docente no hay reparos En lo que respecta al desarrollo del curso deja mucho que desear Los contenidos fueron impartidos de manera desordeno aplicada y poco coherente Las evaluaciones no comprendï¿½ï¿½ï¿½an los contenidos compartidos en clases y nunca ha habido retroalimentaciï¿½ï¿½ï¿½n dejando dudas en todos los alumnos Quedando un mes para los exï¿½ï¿½ï¿½menes no ha ahondado en los contenidos relevantes y sï¿½ï¿½ï¿½lo reitera los conocimientos bï¿½ï¿½ï¿½sicos No contesta dudas por emails Ni tampoco en clases Lo que mï¿½ï¿½ï¿½s preocupa de esta situaciï¿½ï¿½ï¿½n es que es uno de los ramos mï¿½ï¿½ï¿½s importantes en nuestra carrera de Ingenierï¿½ï¿½ï¿½a en Recursos Humanos por lo que urge que mejoren esta situaciï¿½ï¿½ï¿½n De tres horas de clases establecidas por calendario en este ramo la profesora utiliza uno aplica sola hora para los contenidos Las demï¿½ï¿½ï¿½s horas son sï¿½ï¿½ï¿½lo para hablar de su vida persono aplical No es ni pertinente al contenido desono aplicas que manifiestan dudas gritando a los alumnos y faltando el respeto con su trato en clases Favor considerar estos factores dado que ha impactado de manera muy negativa en nuestro aprendizaje;0
